Index,Country,City,Hotel,Address,Popularity,Latitude,Longitude
176,CA,Toronto,The Yorkville Royal Sonesta Hotel Toronto,"220 Bloor Street West, Toronto, Ontario, Canada",333,43.66872,-79.39641
177,CA,Toronto,Travelodge Toronto East,"20 Milner Business Court, Toronto, Ontario, Canada",367,43.78861,-79.23507
178,CA,Toronto,Canadas Best Value Inn Richmond Hill Toronto N,"13100 Yonge Street, Richmond Hill, Ontario, Canada",36,43.94703,-79.45599
179,CA,Toronto,Glenerin Inn & Spa,"1695 The Collegeway, Mississauga, Ontario, Canada",360,43.54396,-79.66498
180,CA,Toronto,Residence Inn by Marriott Toronto Airport,"17 Reading Crt, Toronto, Ontario, Canada",431,43.69019,-79.58775
181,CA,Toronto,Hilton Mississauga/Meadowvale,"6750 Mississauga Rd, Mississauga, Ontario, Canada",1160,43.60114,-79.74259
182,CA,Toronto,Taboo Muskoka Resort,"1209 Muskoka Beach Rd, Gravenhurst, Muskoka District, Ontario, Canada",534,44.96277,-79.36839
183,CA,Toronto,"Holiday Inn Express & Suites Oshawa Downtown - Toronto Area, an IHG Hotel","67 Simcoe St N, Oshawa, Ontario, Canada",164,43.89949,-78.86427
184,CA,Toronto,Downtown Home Inn,"2 Monteith St, Toronto, Ontario, Canada",377,43.66704,-79.38106
185,CA,Toronto,Best Western Milton,"161 Chisholm Dr, Milton, Ontario, Canada",303,43.52587,-79.9073
186,CA,Toronto,"Holiday Inn Burlington-Hotel & Conf Centre, an IHG Hotel","3063 South Service Rd., Burlington, Ontario, Canada",391,43.35272,-79.80051
187,CA,Toronto,Courtyard by Marriott Mississauga-Airport Corporate Centre West,"5050 Creekbank Rd, Mississauga, Ontario, Canada",209,43.64165,-79.61583
188,CA,Toronto,NU Hotel,"6465 Airport Rd, Mississauga, Ontario, Canada",316,43.69332,-79.62772
189,CA,Toronto,"Holiday Inn & Suites Oakville @ Bronte, an IHG Hotel","2525 Wyecroft Road, Oakville, Ontario, Canada",308,43.40918,-79.73679
190,CA,Toronto,Comfort Inn Pickering,"533 Kingston Rd, Pickering, Ontario, Canada",256,43.81333,-79.12203
191,CA,Toronto,Fairmont The Queen Elizabeth,"900 Blvd. Rene Levesque West, Montreal, Quebec, Canada",1513,45.5155,-73.55524
192,CA,Toronto,Woodbine Hotel & Suites,"30 Vice Regent Blvd, Toronto, Ontario, Canada",346,43.71181,-79.59193
193,CA,Toronto,Comfort Hotel Airport North,"445 Rexdale Blvd, Toronto, Ontario, Canada",401,43.71609,-79.59415
194,CA,Toronto,"Holiday Inn Express Toronto-North York, an IHG Hotel","30 Norfinch Drive, Toronto, Ontario, Canada",201,43.75625,-79.52723
195,CA,Toronto,Holiday Inn & Suites Mississauga West - Meadowvale,"2565 Argentia Rd, Mississauga, Ontario, Canada",282,43.602,-79.75727
196,CA,Toronto,Days Inn by Wyndham Brampton,"260 Queen St E, Brampton, Ontario, Canada",388,43.69792,-79.74801
197,CA,Toronto,TownePlace Suites Toronto Northeast / Markham,"7095 Woodbine Ave., Markham, Ontario, Canada",142,43.81676,-79.34809
198,CA,Toronto,Cambridge Suites Mississauga,"7005 Century Ave, Mississauga, Ontario, Canada",197,43.60211,-79.75232
199,CA,Toronto,Pembroke Inn,"117 Pembroke St, Toronto, Ontario, Canada",305,43.66041,-79.37288
200,CA,Toronto,Delta Hotels by Marriott Toronto Airport & Conference Centre,"655 Dixon Road, Toronto, Ontario, Canada",289,43.68937,-79.57798
201,CA,Toronto,Comfort Inn Toronto North,"66 Norfinch Dr, Toronto, Ontario, Canada",195,43.75729,-79.52988
202,CA,Toronto,Toronto West KOA,"9301 Second Line Nassagaweya, Campbellville, Milton, Ontario, Canada",51,43.54412,-80.08783
203,CA,Toronto,Howard Johnson by Wyndham Lindsay,"354 Lindsay St S, Lindsay, Kawartha Lakes, Ontario, Canada",445,44.33564,-78.72578
