Index,Country,City,Hotel,Address,Popularity,Latitude,Longitude
393,US,Chicago,Cambria Hotel Chicago Loop - Theatre District,"32 W Randolph St, Chicago, Illinois",364,41.88463,-87.62885
394,US,Chicago,"Hotel Zachary, Chicago, a Tribute Portfolio Hotel","3630 North Clark Street, Chicago, Illinois",356,41.94802,-87.65722
395,US,Chicago,DoubleTree by Hilton Hotel Libertyville - Mundelein,"510 East IL Route 83, Mundelein, Lake County, Illinois",808,42.23745,-87.9967
396,US,Chicago,Ray's Bucktown Bed and Breakfast,"2144 N Leavitt St, Chicago, Illinois",404,41.92127,-87.68287
397,US,Chicago,Fairfield Inn & Suites Chicago St. Charles,"2096 Bricher Rd, Saint Charles, Illinois",269,41.89861,-88.33846
398,US,Chicago,"Extended Stay America - Chicago - Elgin - West Dundee, IL","2185 Marriott Dr, West Dundee, Illinois",82,42.07457,-88.28741
399,US,Chicago,"Candlewood Suites Elgin NW-Chicago, an IHG Hotel","1780 Capital Street, Elgin, Illinois",68,42.08119,-88.34077
400,US,Chicago,Chicago Marriott at Medical District/UIC,"625 South Ashland Avenue at Harrison Street, Chicago, Illinois",367,41.87417,-87.6665
401,US,Chicago,Willows Hotel Chicago,"555 W Surf St, Chicago, Illinois",311,41.93415,-87.64362
402,US,Chicago,WoodSpring Suites Chicago Darien,"951 N Frontage Rd, Darien, DuPage County, Illinois",43,41.73391,-87.96797
403,US,Chicago,Wingate by Wyndham Schaumburg,"50 Remington Rd, Schaumburg, Illinois",819,42.05397,-88.07808
404,US,Chicago,Hampton Inn & Suites Hoffman Estates,"2825 Greenspoint Parkway, Hoffman Estates, Illinois",785,42.06543,-88.14945
405,US,Chicago,"Holiday Inn Express & Suites Chicago-Algonquin, an IHG Hotel","2595 Bunker Hill Dr, Algonquin, Illinois",136,42.16765,-88.33988
406,US,Chicago,"Holiday Inn Chicago North - Gurnee, an IHG Hotel","6161 West Grand Avenue, Gurnee, Lake County, Illinois",325,42.38239,-87.95451
407,US,Chicago,"Holiday Inn Express & Suites Chicago South Lansing, an IHG Hotel","2323 172nd St, Lansing, Illinois",104,41.5823,-87.56091
408,US,Chicago,Wicker Park Inn,"1331 N Wicker Park Ave, Chicago, Illinois",363,41.90657,-87.67294
409,US,Chicago,Baymont by Wyndham Glenview,"1625 Milwaukee Ave, Glenview, Illinois",324,42.08587,-87.86757
410,US,Chicago,White Pines Inn,"6712 W Pines Rd, Mount Morris, Illinois",244,41.98987,-89.46551
411,US,Chicago,"Holiday Inn Express Rolling Mdws-Schaumburg Area, an IHG Hotel","3477 Algonquin Road, Rolling Meadows, Illinois",213,42.0613,-88.02231
412,US,Chicago,"Holiday Inn Express & Suites New Buffalo, MI, an IHG Hotel","11500 Holiday Drive, New Buffalo, Berrien County, Michigan",264,41.77756,-86.73125
413,US,Chicago,Gateway Inn,"4657 W 95th St, Oak Lawn, Illinois",209,41.71976,-87.73775
414,US,Chicago,Illinois Beach Hotel,"100 Lake Front Dr, Zion, Lake County, Illinois",240,42.42382,-87.80515
