Index,Country,City,Hotel,Address,Popularity
358,US,Detroit,Baymont by Wyndham Canton,"5700 N Haggerty Rd, Canton, Michigan",530
359,US,Detroit,St Clair RV Resort,"1299 Wadhams Road, Saint Clair, Michigan",286
360,US,Detroit,Travelodge by Wyndham Jackson,"901 Rosehill Rd, Jackson, Michigan",515
361,US,Detroit,A Victory Hotel & Suites,"27500 Northwestern Hwy, Southfield, Michigan",399
362,US,Detroit,Super 8 by Wyndham Saginaw,"4848 Towne Centre Rd, Saginaw, Michigan",286
363,US,Detroit,Comfort Inn Wings Stadium,"1550 E Kilgore Rd, Kalamazoo, Kalamazoo County, Michigan",257
364,US,Detroit,WoodSpring Suites Detroit Farmington Hills,"22000 Haggerty Rd, Northville, Michigan",3
365,US,Detroit,Super 8 by Wyndham Jackson MI,"2001 Shirley Dr, Jackson, Michigan",214
366,US,Detroit,Hampton Inn Big Rapids,"15320 Waldron Way, Big Rapids, Mecosta County, Michigan",174
367,US,Detroit,Fairfield Inn by Marriott Battle Creek,"4665 Beckley Rd, Battle Creek, Calhoun County, Michigan",186
368,US,Detroit,Inn the Garden Bed and Breakfast,"7156 Huron Ave, Lexington, Michigan",136
369,US,Detroit,Yarrow Golf & Conference Resort,"10499 N 48th St, Augusta, Kalamazoo County, Michigan",32
370,US,Detroit,Shady Rest Bed & Breakfast,"3288 Lakeshore Rd, Lexington, Michigan",28
371,US,Detroit,Super 8 by Wyndham Belleville,"45707 S Interstate 94 Service Dr, Belleville, Michigan",49
372,US,Detroit,Shamrock Farms Bed and Breakfast,"2388 Millville Rd, Lapeer, Michigan",17
373,US,Detroit,Fairfield Inn & Suites by Marriott Flint Fenton,"3125 W Silver Lake Rd, Fenton, Michigan",150
374,US,Detroit,Tru by Hilton Jackson,"2401 Shirley Dr., Jackson, Michigan",164
375,US,Detroit,Extended Stay America - Chicago - Midway,"7524 S State Rd, Bedford Park, Illinois",144
376,US,Detroit,Red Roof Inn Kalamazoo East - Expo Center,"3701 E Cork St, Kalamazoo, Kalamazoo County, Michigan",163
377,US,Detroit,Baymont by Wyndham Milan,"1230 Dexter St, Milan, Michigan",172
378,US,Detroit,Baymont by Wyndham Flat Rock,"29101 Commerce Dr, Flat Rock, Michigan",161
379,US,Detroit,Woodridge Inn & Suites,"7996 N Alger Rd, Alma, Gratiot County, Michigan",48
380,US,Detroit,Adoba Hotel Naubinway,"W11655 US Highway 2, Naubinway, Mackinac County, Upper Peninsula, Michigan",118
381,US,Detroit,Rodeway Inn,"2723 Niles Ave, Saint Joseph, Berrien County, Michigan",104
382,US,Detroit,Lake Vista Resort,"168 W Spring St, Port Austin, Michigan",102
383,US,Detroit,Comfort Inn & Suites,"17800 Silver Pkwy, Fenton, Michigan",104
384,US,Detroit,The Harbor Grand Hotel,"111 W Water St., New Buffalo, Berrien County, Michigan",393
385,US,Detroit,The Inn at Harbor Shores Resort,"800 Whitwam Dr, Saint Joseph, Berrien County, Michigan",353
386,US,Detroit,Residence Inn by Marriott Detroit Sterling Heights,"44600 Hayes Road, Clinton Township, Michigan",2
387,US,Detroit,Lakeside Inn,"15251 Lakeshore Rd, Lakeside, Berrien County, Michigan",149
388,US,Detroit,Soaring Eagle Waterpark and Hotel,"5665 E Pickard St, Mount Pleasant, Isabella County, Michigan",522
389,US,Detroit,Detroit Knights Inn,"10501 E Jefferson Ave, Detroit, Michigan",1
390,US,Detroit,Super 8 Motel Dearborn / Detroit area,"2101 S Telegraph Rd, Dearborn, Michigan",1
391,US,Detroit,Park Inn Detroit Metro Airport,"8270 Wickham Rd, Brownstown Township, Michigan",1
